SOURCE,DESTINATION
25380,37054
7337,11672
29141,248
21016,32954
35038,38116
37791,35807
41759,30639
17543,46923
35852,14550
45832,21593
5964,41191
23852,830
32219,30872
40562,39266
35723,25465
26313,13178
43488,43172
24504,15245
26926,34326
25436,31412
30063,16424
35164,9052
17720,46259
3848,27081
28,8528
45862,27644
20128,18090
8089,41301
5848,88
10643,7609
39246,28542
6865,28300
2599,6053
21654,29455
1188,4722
10318,22248
514,34067
44721,35831
14942,38027
20709,8270
32137,22583
25367,4715
15641,973
404,35300
14206,43272
962,10634
31,19743
35576,32238
46254,19650
36828,40227
33230,16212
15,36301
22321,19214
36622,25150
21883,39826
3227,40028
28711,3277
41010,8122
14700,39993
31661,44892
20902,36400
40582,9896
8764,41584
45751,8675
25325,15850
44580,31114
39751,11281
8803,28513
12674,18957
31867,30300
46954,25825
19830,1486
42915,2801
18854,44893
11515,13225
11264,25712
41897,20147
19060,40269
7056,32952
28450,27064
22353,32089
44240,20809
2822,19122
15789,26990
34274,35545
40497,46106
28628,29737
40282,45979
24185,23847
32764,3883
14760,14071
28347,14773
45028,16283
4788,17957
1404,45976
4005,10790
37408,41288
6458,17392
6779,16542
15021,32933
35826,42615
37593,6548
40618,36542
35900,38695
14208,41829
32264,43398
2483,47073
28271,16228
3631,19973
21277,31806
159,4920
11378,16926
33815,18369
35031,44865
19421,6749
8933,19317
14828,30146
27213,33754
33464,26869
6483,22531
19,47096
12283,7478
17283,36504
20176,25914
34472,41690
24684,24117
31211,9414
32075,46523
7918,31750
24617,32431
4449,39453
29517,24071
30660,11026
16924,4489
4460,10842
43993,37209
46241,18093
19758,43670
8623,34033
13117,30708
19519,38436
8915,2633
17336,15489
13267,13792
14473,44443
37521,16640
24797,4304
17356,36282
29081,5107
36788,11445
13300,44707
27041,20501
18930,20013
21756,9259
22668,6935
24019,36391
23258,35463
15005,43777
41798,941
36385,31086
29121,26976
28781,20937
27043,34364
27777,14075
6105,28575
21182,11118
29622,24910
9853,5550
45786,12177
41343,4958
44723,5697
32954,34235
18129,41806
41215,8040
41263,4029
340,43687
23065,24234
9171,38342
4334,28870
41927,43152
14086,42905
46785,37289
27126,19495
10783,9454
37792,43701
19546,36508
28004,11512
35446,28473
35531,41532
31810,14121
19660,9276
44179,8465
32817,11554
40494,39140
25143,33776
36761,17184
36094,16719
24086,37669
18367,17381
41824,42807
42111,33828
40550,16418
10889,9421
113,45671
2907,4362
11738,28811
15611,22164
5902,16402
24162,14846
40575,30294
27735,44845
6713,21120
21359,25485
26525,9676
10318,40206
46367,3718
17310,35079
1544,18209
9561,24873
42568,4832
3786,40955
36706,38696
38059,13795
14610,26440
7266,2580
3852,28129
27679,21606
1257,9053
11833,32426
44579,8961
42942,5151
14451,4707
15864,16371
15123,2049
43723,38429
4192,46652
24229,388
10091,4673
9026,928
1296,13480
39433,19761
26535,1579
32545,16495
22738,11374
27741,39443
15884,7479
37437,21968
46288,25500
16872,33698
8202,22127
28332,8650
12169,20965
6206,39355
6666,39771
10924,23781
20203,5245
38229,38228
7706,30488
46394,44725
5858,42012
26570,18108
17155,39597
2525,37254
323,27606
32267,31278
33538,26231
3563,37883
30003,23920
20565,31169
27026,27566
6426,9811
19484,44028
16107,2384
46343,33586
33110,3462
23513,6106
815,14711
28939,32831
42603,24302
34982,7160
34161,24905
41687,17418
9246,21925
41277,33688
8677,30657
22445,7715
32173,29006
33324,9065
28382,38062
38818,39262
45510,30533
5949,12387
33433,41260
8238,44619
19155,37907
42790,28397
11355,28010
42297,1888
37865,24126
11981,4840
43501,29583
35284,38455
22509,22072
28439,24502
45503,31457
28065,18731
13881,31556
30086,9091
31263,36826
4227,36455
6730,39148
38406,9950
42673,45520
2620,26168
439,27323
11757,32681
31816,28047
41339,44249
18059,4614
26586,37115
12144,19930
45205,9521
129,33775
43488,7627
38719,26204
46743,41657
12213,44399
26378,43626
24885,15906
13379,31970
21200,38807
15226,25675
14261,2487
12303,13990
5412,9789
36298,19551
41032,9202
7713,36164
5257,6232
2040,42536
20301,40100
42871,6764
29208,26865
29673,13985
10453,27077
6044,44687
31184,9486
3146,27514
26186,25405
7727,31003
41672,46896
12074,29356
19852,41876
6574,31520
34911,18874
1080,38245
1860,35256
19137,631
38136,22331
44716,17754
12671,45407
24672,30463
30276,11061
8358,39230
29183,30596
24799,22318
17250,41691
13872,12528
32502,45994
6593,41732
8167,29991
456,37322
21669,42626
38794,919
16924,29224
18308,32217
18305,6816
16167,37706
30476,27000
3111,9561
29016,2766
20139,15174
25344,13191
42033,39009
38774,18764
34284,4665
28932,13581
44044,13631
25621,3950
18120,29036
27740,14753
28193,509
27386,31226
37502,33293
35062,5304
12411,14247
13684,32476
3920,8119
15942,4451
29078,1089
31115,27417
23370,24568
20397,28806
12959,38288
40540,42706
28226,2561
39381,18810
9652,28098
8930,16257
43054,41514
9393,33161
32400,27941
18539,17415
36295,40443
42858,3833
20857,16585
29204,21752
26527,4510
20117,18317
1472,32333
46679,14446
44958,28285
40269,3899
6748,30686
21721,2976
5364,33261
46003,33681
4451,26700
28031,16561
9285,30835
44744,37022
44684,1624
23677,1585
5783,46950
21278,10245
41879,22233
19862,40188
29150,39587
20421,4633
9117,29362
4106,22331
30751,15270
12795,22632
40665,3185
22915,30626
23947,12660
30838,21979
26046,27375
9129,36326
25416,16332
4239,13419
31222,2741
10579,36618
30415,41413
2354,18374
4797,46561
18287,35737
19464,14666
26016,14342
38774,17969
599,31167
2951,14878
6645,30760
889,2540
42688,4224
8357,26172
19086,6884
7350,34770
37820,29510
14825,42027
13137,13405
43811,40763
23106,32046
40953,37109
17470,45521
18559,14633
34827,30691
4300,10054
12367,32976
1990,17732
15151,40846
27848,27562
20789,6101
26242,44276
18529,44568
47123,11550
45978,8061
5742,36141
33684,36254
31045,960
19793,38795
4130,251
12264,12426
40930,26957
34171,5431
42557,2541
21979,45212
13591,23593
15005,30981
4401,14871
22720,561
17040,3505
17492,41693
20367,19528
18934,46773
43269,11958
28073,12988
47122,7379
7667,19409
31643,32991
21162,22998
709,31948
5859,18603
5051,2229
42748,28943
22484,17794
21558,33024
19803,18739
14281,39150
5608,29962
24852,9123
34038,29160
35785,30330
26924,3797
7078,2253
3698,36674
22499,9100
32732,3615
14169,29434
11121,33386
40323,16864
15286,42609
7649,1890
46945,44593
34252,30200
27689,41556
30526,26944
42658,5532
13919,14193
39101,29289
21445,31112
23297,42628
8828,13184
2976,12629
2504,14244
36333,35627
37889,4789
47010,19573
27466,26726
44390,37326
33385,34417
33433,29749
12481,46226
8297,24688
15080,31800
11305,29208
10825,6466
1645,3717
45147,191
37858,3563
35956,11770
29674,34627
45984,9414
6454,34574
26144,37836
7110,19148
45909,14302
41801,36710
39428,31994
5608,31781
19536,22858
36187,36872
41796,26847
5968,44038
41811,35804
26711,39734
26508,868
18193,9461
25602,11211
30548,12279
37251,45781
6840,9633
15557,42136
22605,1369
21962,35599
39437,23134
31887,14913
16091,3082
10739,12100
45101,33630
21308,832
7598,16313
36211,16525
37525,15916
30563,46763
8905,16674
6616,4551
44984,20356
44647,7848
29749,23919
34886,45451
22211,21680
28644,29101
27102,33215
44845,6440
45928,558
115,22366
18818,13843
7833,329
39793,35426
29516,46692
6251,34546
35085,30289
5133,19430
11201,40396
33205,24749
30293,17514
24177,18603
44563,17852
31189,29701
7635,7348
16832,20787
10214,28667
20854,10713
18874,34299
14044,28476
22269,37387
39852,38570
31226,23956
40336,5593
44531,28123
21259,35920
46931,8980
1447,42900
42215,1208
42735,19928
32057,32069
9282,20805
14594,26282
26098,39646
8066,18291
41703,4328
46859,16825
5542,9342
41336,31539
10509,46011
26732,3619
21172,20138
33714,12884
9084,43643
25250,40152
40674,7181
7504,19989
12125,17217
11223,39773
29182,38793
12728,33830
23280,7719
8068,3965
18854,23675
30258,44268
1726,22849
7684,46104
6494,21014
17463,43954
14282,39708
35120,32495
563,32308
43674,31040
41563,41927
24825,402
43228,32376
11622,27023
8938,7163
38090,13966
35622,47106
33301,5644
12692,10072
35070,4212
46050,41399
38639,18069
16120,26740
15630,45564
45844,21265
22295,10387
24219,16484
40253,22486
31455,41392
733,17595
31479,12798
16668,18703
46621,43990
3247,42217
14055,32823
31687,19870
17122,44654
8650,2589
19573,28841
10744,28255
17019,21385
4329,11431
45817,2006
29352,29840
42807,2237
46240,37469
8778,7810
31018,33009
10774,38397
28476,32708
470,24811
44378,33647
11580,19744
32823,33058
33880,25414
15987,45729
22257,41966
33615,26888
19324,42446
3638,16916
4925,44920
46266,44262
3973,40118
7849,2826
17371,10121
3245,19315
27990,25077
18696,29230
30870,17486
24921,9775
14901,17493
43557,9346
37908,23755
25417,30324
11750,28860
28529,10264
26880,36190
27388,35321
35984,45855
21437,45373
30148,28954
23511,11051
27797,6395
43416,489
9837,38050
18441,40275
42258,43926
33849,31875
3975,26555
36733,40782
34425,27907
6490,21699
45353,13122
14705,18219
14105,3088
3459,19400
1275,33354
41486,29285
32567,29662
16273,11037
45886,11515
46150,15779
3256,4394
15009,25489
7330,30852
34463,12205
11186,38580
15912,43037
41663,21654
26458,20489
17878,32431
13583,34828
18065,520
35190,12919
15362,40790
19630,35645
34424,878
19676,592
38313,40510
8625,1793
16090,31509
30024,19818
14558,29309
33063,37304
1029,28045
15062,38370
40147,13743
4953,35301
4498,26692
22439,10167
29895,11445
34720,34330
14669,32021
28792,5772
7586,42248
22632,37551
27641,14282
30039,30221
16290,20831
20292,14838
14703,12387
27130,4767
35258,38778
4221,16682
23213,42529
22654,4237
41671,26333
6780,2445
3124,31606
16284,43190
28933,5843
29253,19714
4407,8796
8539,28910
15564,38449
23520,13811
25498,39826
23544,43458
37899,17105
12239,26917
26820,14901
4235,11366
20394,23182
8397,43395
40127,25468
6530,24119
5079,17165
4484,36732
8757,44856
39438,15467
4559,37138
28486,24301
18142,29593
29334,2672
26635,6939
33961,29748
1988,28285
40538,7710
15184,18126
8681,32965
31253,19822
35736,32395
16793,18609
46416,4277
36946,17237
6152,12149
32653,1391
46622,32989
42011,24417
26545,5536
15827,29256
9705,35566
33565,37749
39914,6926
29823,32159
10559,38579
37610,42629
11766,4190
13224,17199
37951,8069
43762,45711
13740,11757
42896,29301
27715,11071
173,19105
42310,16561
6367,5002
9479,23923
23581,45306
8608,43327
38363,9241
18860,9659
41312,12108
7115,21941
2187,10138
10105,27683
41643,34895
5515,44959
21944,36817
6927,17868
27781,38854
41766,22864
37442,46260
2636,34151
32163,33033
39873,37152
30456,18968
10321,41647
27615,2801
31682,46408
23818,2263
44327,2586
39333,30954
24325,46159
13110,15076
6090,39047
34161,13997
40746,19656
44975,12336
26506,35003
23339,8155
37088,8285
17576,31118
19396,35976
4668,16892
40732,17475
21783,30253
8293,45742
16075,7195
40107,28973
28420,7605
32699,34096
33962,36107
25314,27578
22459,40374
10714,22058
42667,7196
1775,1833
15298,1308
23454,247
13113,32062
32721,15615
33795,43747
6650,45134
43133,30285
37989,15630
18645,34535
28853,3749
5954,46449
43663,34245
1746,5
20540,13932
26313,21827
20243,46055
24423,15910
21925,20937
5219,13423
35281,35752
7960,3594
15013,44492
7797,8147
6544,28728
3365,29867
46711,29129
9284,8886
10968,27942
21269,20024
38732,15695
32283,13761
21395,31873
410,33345
40370,2010
19367,42218
25743,8321
44395,44296
28006,41566
16022,7856
12384,38117
13284,32297
9722,29035
8557,45625
41312,39793
21140,16229
9061,32094
23157,15148
46066,8861
29440,30434
33482,40147
20981,23735
46739,31731
12204,27625
31128,38612
46135,11299
43388,45566
10143,22316
4234,7415
34921,4419
6157,17358
38967,32240
42150,20881
45531,23522
7226,34621
18262,29301
33537,29975
29583,296
11483,25093
10728,23527
32387,42498
36209,7337
8327,34892
45971,30788
28544,36180
11226,24408
12683,2839
47108,43531
15576,37
35001,33831
45558,11314
14247,45840
17970,37482
37972,7915
22547,31437
43815,26853
13973,24917
12514,34339
5042,23249
4652,46072
45802,28640
8323,40059
16601,3249
14497,41531
8179,22609
44065,19666
24719,24431
24180,35151
10819,21468
22961,19450
7915,33852
10669,276
565,26701
44700,2979
14536,3132
13451,30396
37307,45033
24525,36633
6860,46175
43132,9690
44933,44222
5190,25308
40315,30490
2667,34166
15023,9298
31369,40420
39138,1195
21220,40233
12273,1964
33679,35201
32653,24489
22042,1579
4491,6391
434,28064
23959,1880
27349,41687
43080,22360
40141,6504
36604,30954
42361,39714
1656,29040
15429,44723
20228,33955
36472,21211
33381,18930
28575,37610
41590,28358
45243,17689
26454,41045
20520,21076
13997,35070
3691,24911
8356,22974
1188,12374
20272,33674
21106,13071
26953,29990
35381,7580
39859,45807
12439,45816
33052,11008
10622,4740
25715,21519
16839,24046
46008,25246
21487,14238
33744,45884
3655,28533
11374,41744
7919,38714
24241,26880
40245,18468
1938,33399
9982,30734
7765,20440
8935,44711
25301,3584
11810,14542
32878,2351
38892,27826
35322,33551
36468,25898
25017,37667
37361,5393
10249,38203
20250,28361
147,17473
6188,16042
8962,24003
6552,46386
38744,46208
45974,40807
44739,13348
30933,17121
16290,13424
11995,38748
1884,24120
41866,20145
36466,42756
6249,45416
24852,28825
9577,20954
656,2490
35542,15242
4564,23093
28124,1722
40668,35904
1742,27739
41207,7721
36205,36962
29363,20566
4419,7787
1199,17563
45494,47207
38000,2817
18845,33702
37993,39142
5445,12692
2161,74
14916,34376
38663,8658
42347,9624
30229,6154
25564,11936
15973,22122
8573,36819
9233,22691
5309,35286
5027,1466
20360,28002
40330,30197
37243,17502
46292,32451
6983,32110
656,18819
19798,31010
41945,35405
34887,39956
16217,39987
23320,542
14716,21953
16063,40051
31838,39863
16195,27008
18069,8264
31397,4753
1988,41558
45900,25154
33739,42109
6435,7230
6589,1504
36973,39376
22755,6154
13810,35546
7727,44162
35414,28131
2545,26752
10336,24150
22518,40930
6120,11532
28372,31369
24948,23475
3378,9561
36027,15535
37872,3179
37227,14291
24705,5441
16638,12441
35970,21948
21186,17246
2142,40212
28380,36554
29,40153
41207,22549
27093,39373
29937,9284
16351,18727
32168,14139
27642,18294
16813,42686
3778,29193
21320,39849
44817,17674
7167,45839
23126,15102
45212,27641
37316,30934
30566,23493
13961,9938
9533,13993
212,39876
15260,40656
29775,37255
33165,17310
35831,26561
21775,21206
5916,3787
32116,38700
42050,17317
17684,37537
40048,32890
33620,5451
2205,11481
1527,640
17919,36521
30413,43545
47019,33374
36649,31290
20898,23758
40162,27929
39565,33372
30446,34285
47223,499
46554,33937
24638,32874
14507,27131
14243,32194
11332,1719
16478,8003
17311,251
31210,41551
32356,17216
39206,32608
28114,20046
28653,41549
41531,6903
40483,27203
41213,19977
24388,31866
44383,3902
3993,6673
1168,21132
18619,16559
41997,24616
43015,6995
15818,21478
45926,46435
3380,9512
37526,35952
26877,14272
37112,39870
7779,5859
462,30077
13401,9741
40662,12981
35765,41926
34209,3430
42305,39789
26087,21639
34686,36051
45583,12447
21774,43932
28048,44052
2401,30525
24081,30333
14855,9804
14008,630
31354,29094
6017,15954
22245,37957
45572,31590
44952,12475
158,45314
39631,38389
37263,1091
36144,21891
46549,46770
7070,33237
1438,36206
12804,2124
10064,35201
8910,19495
43724,12785
13334,33445
39390,34493
5172,39268
16567,30730
30416,5265
46579,11371
5119,5155
44180,29624
14282,41500
2356,87
34527,25688
29571,24459
22829,33409
4304,28747
3682,40660
34836,15121
10372,31045
37881,8620
29833,37949
26886,32387
15693,41175
22305,35768
2409,30139
40111,25207
38598,3358
23658,4396
20701,7355
36885,41409
14663,40209
30110,47135
44956,21850
44046,1404
31880,2903
14340,46130
23195,7983
37142,11888
22187,28319
3189,12703
41337,8875
27469,10638
35063,13883
925,22288
22836,18218
17103,36209
25229,36546
31089,46649
9200,5295
32955,33552
40316,5324
8672,7890
22036,31730
31590,25568
23838,29341
19353,8301
16948,27647
26909,31994
46809,12919
31408,25109
5214,46348
38485,2839
45412,8049
18150,45005
39915,19593
28327,22318
6077,31600
21509,7501
16496,23858
8270,30961
36485,14263
9881,46857
7140,18571
22894,44248
15887,21077
28489,1890
35700,22783
3259,43379
29180,11912
3526,71
38625,44526
3274,31999
12656,32310
41328,17096
4233,11758
46124,36588
22730,45035
10693,3768
5224,19101
38460,36557
15076,39762
6471,12683
9232,10252
13090,42993
30802,4291
42080,43121
12231,21610
17794,16994
12604,36626
8294,30749
42354,22464
6154,34311
24225,28374
42709,34520
10080,16778
35943,19477
44485,11500
3528,16265
33301,42091
44226,31040
19569,46760
28038,34468
17606,4700
36521,1511
20657,37587
8349,46138
4592,16821
11789,43442
29749,14002
26449,3519
17112,43373
39075,28613
23685,19917
45278,37686
37789,7572
32961,42810
32093,27750
32050,14056
14672,15342
40023,8108
45591,14435
17874,9174
23279,46136
36765,31997
41073,9511
37935,40629
36966,17191
12678,37904
12595,24611
20615,15403
37002,37760
35455,22848
27568,24250
2712,43932
41658,21408
19873,36642
13154,34632
40684,19202
38884,12729
24319,44259
42566,38224
3029,17742
9640,21584
46218,41325
30312,38852
10434,44261
36016,33196
37648,46384
10730,8449
3622,11250
40837,8462
43341,14740
4103,12400
23393,21730
28804,21634
46693,28515
16764,9314
36771,14576
42214,32957
11537,20845
27145,3982
4855,8176
29740,37348
8913,37774
33764,8641
33421,34452
21730,25088
42248,6404
44037,12861
12965,2417
20688,18057
8920,18007
22044,22082
35484,19717
37914,40542
17771,32246
31211,8190
34651,30730
12608,30851
46020,22309
20550,42931
7034,35876
37205,14327
25051,31495
21753,24200
15512,43932
4529,18132
17271,36993
5036,13050
12732,1986
45960,3725
15695,22810
31345,1371
46527,20622
38878,37238
9108,35997
34312,24759
36552,37454
47108,710
42134,33409
44006,41621
37139,4172
39213,45182
46722,3758
30081,26584
18271,39488
1477,568
31372,34978
24550,2781
4302,7234
26173,43955
12678,19192
7755,4663
17133,39072
34074,25894
44029,18771
10462,31070
27012,38824
21265,33951
25491,2431
29737,4181
9418,1998
3373,24842
9421,23501
34934,46790
30074,385
6188,31307
25498,10734
22857,11742
39735,4251
27695,13698
8839,39148
22540,40812
17545,46751
10131,39811
18084,24081
33721,8370
23072,11742
11720,45122
31841,19877
13757,17626
1716,16579
27015,29680
3383,13405
15805,36801
39380,21291
39103,11487
1273,11715
19,16982
16298,30932
6701,1311
30347,6983
11373,35467
16590,23262
13896,28575
46480,39282
22704,23169
37670,34547
21621,11621
3409,31097
602,31590
47162,42688
20603,21457
41981,40574
10983,23277
20621,37460
1814,27459
18257,9836
27556,6645
25023,726
35735,14038
18609,25106
3568,34750
22374,14987
26337,3373
5932,27882
13235,26885
4869,18137
31814,3477
45749,13357
21774,14858
41623,21591
21213,15278
44742,37316
6157,25236
31445,41202
3788,27445
45755,40078
24189,11802
25859,1609
20423,2954
17541,20712
41981,37802
8294,43493
32420,30211
563,31547
34445,35981
15895,44479
10806,37771
45317,43345
44625,10107
31699,32144
7602,7499
29342,46261
44641,24671
27997,8094
17756,5607
33300,17306
27859,17950
10314,15345
4387,38365
20187,46348
25629,43766
34151,41776
24252,26102
40411,39418
47214,12253
40578,44641
39541,38293
47106,6254
16639,12286
42998,2678
42435,22928
46446,4396
2884,26656
11750,38650
17464,39196
15760,30173
21899,24289
43135,30394
43594,9676
11906,21584
594,22371
34188,13396
29301,46772
8562,42501
8154,14268
46036,15891
17563,44460
24683,40691
30982,42061
14738,42009
32489,38212
45307,46724
31124,9180
21937,16253
33674,23710
9892,39155
39316,24151
45716,32696
262,23993
31995,9174
12618,24426
36025,187
43511,43211
33145,16435
45272,11634
13024,893
35348,26238
45276,39291
17231,36807
15342,10875
373,31370
41629,42529
40330,4040
21040,44921
14909,4029
18551,1154
15172,29242
45291,6987
4721,9791
35400,30288
10491,39773
16780,21118
18999,29207
19935,15776
21350,11598
32967,12727
28670,38328
12559,6218
42309,12411
31210,15523
34952,2581
1144,14297
3206,10031
46737,25799
28515,39040
17979,46296
42191,31977
9186,1576
21243,26025
41241,34237
45986,46394
6114,35157
24898,32299
38834,6343
46994,20300
25310,43195
10592,46166
11240,32656
15546,15284
15582,30756
35594,6467
26650,36546
36536,35733
6584,43444
27038,8963
33813,17853
50,18378
20301,45877
19425,27586
4602,5299
27321,45403
26560,6253
6800,31364
45730,45929
11832,45143
35384,12062
7588,13366
33372,12846
3137,16642
1793,37380
11808,4116
37903,10545
29916,29578
42946,37508
31314,31408
10570,36577
21848,17408
45189,39885
9146,39474
42555,12731
34,4272
46316,20869
21283,46661
39380,38543
36945,38768
22873,9773
44818,4258
33434,10838
15993,38331
8740,10643
30280,35324
29343,29614
5789,26932
39026,38308
14468,27301
2520,44532
3283,9512
34881,2964
23498,21617
19017,18354
45972,18957
23040,31631
25565,26915
29363,38856
39762,16831
31382,45737
35366,1782
18263,26594
38790,41295
18216,1968
19743,17877
33711,41876
7208,20548
41351,14169
7372,6374
32285,7901
39987,34656
10580,44887
9831,30437
2215,10657
33304,15745
1686,3685
29683,46440
12733,21960
5780,6529
10913,3101
15135,27046
710,4526
19118,41718
3127,36801
37892,46131
2745,2225
8567,22245
44269,17257
38757,34986
12143,20690
11176,37593
34453,39746
39768,13826
44330,3203
22393,11608
41938,29222
14925,19674
44080,5140
44504,26924
35287,20985
16286,15956
8196,20438
41635,7813
12566,5475
32244,32702
1643,27595
33790,12684
18219,17440
3862,3546
43782,33821
46161,1971
25606,11089
17058,2532
2520,36720
19265,25288
43967,19285
1866,15766
45134,45988
15957,11949
39727,7061
35612,8862
43320,7703
44099,2417
27970,7560
2516,30251
2185,26515
23169,7863
39850,20732
34820,9416
26432,6032
44421,40455
10029,19538
29045,16549
14796,33940
25240,27082
38376,27118
24324,21205
45952,6725
3979,28690
36291,6133
15449,31572
35159,30870
10929,26421
1760,36724
40495,45958
23211,46449
8134,31197
16176,9913
41287,41240
7731,18595
26867,13782
44724,39120
42661,14894
12420,13321
15195,1081
22619,27689
11004,24582
12153,46742
25627,27416
27480,8980
7054,17735
40703,45796
9662,19403
41569,11793
6453,30590
16517,13501
45759,4111
17272,36105
40396,6408
8608,10961
5517,34072
44921,729
33422,42280
17994,36524
15798,9748
8518,14427
748,27495
47066,44660
7687,47219
17034,19853
12653,3980
9447,24412
31553,15906
42814,24310
9359,31784
41655,44217
27288,36962
46574,35132
42542,15807
29767,8897
36326,37238
698,22628
45222,42908
32572,15344
41938,29919
17974,44503
46816,11746
926,18677
30457,12254
23030,7618
24547,22798
33002,42464
17506,37650
1774,6174
41454,5502
42590,15319
10405,46945
7792,29990
37152,4169
40055,19851
22677,3904
10640,29816
31872,41810
13866,5680
32258,31341
5373,24352
2373,27107
34902,35936
26884,40224
5304,39211
984,16856
12811,32385
13734,27806
1467,46506
18436,36485
17728,30792
26708,28652
12266,12794
38971,36719
35833,19977
10422,16083
33738,34374
35666,19561
18953,9146
32272,43488
44607,34234
1486,6183
22386,13523
39592,3731
15147,16017
4758,41992
36083,35692
12824,314
31763,36911
13599,10569
46451,25349
7021,30835
20401,24353
2294,39053
23789,36932
21212,28914
35990,3227
996,30479
41127,9071
19952,2904
32946,28881
32214,34776
30118,27635
10343,10575
23778,2157
15884,45929
2279,761
33877,36729
25567,3214
21598,9898
1428,36238
34333,36273
8859,26520
24230,22353
21011,24633
46697,39703
8321,37009
4314,9976
4855,33077
20584,43915
16860,46218
29634,8761
7317,40290
37119,31336
33177,42400
30760,30873
37496,2266
24488,43036
30677,3270
45100,22995
44371,42803
20658,14509
11130,4471
15763,19738
45701,37037
14455,11260
46967,34602
34913,6113
12558,26992
9297,44843
16191,44903
6980,1291
26123,29451
7357,6343
46487,26453
18838,19593
2019,24915
18421,36963
41397,6814
40217,6309
34684,39641
27441,130
39161,39
36197,13403
22694,14531
44302,45832
44771,11571
42425,15456
33356,22649
17059,45560
19962,4692
670,302
10353,22015
19663,20775
4582,36807
26589,46334
19948,45773
20843,18257
29136,16519
25042,13952
44799,12186
45378,18633
36481,37798
28138,14288
16906,19957
26646,39557
17663,15562
46640,26259
16185,20747
4582,34133
26270,4611
30621,20921
33351,32743
9330,16277
21253,25083
34921,24032
12445,15657
9055,26188
5196,39213
9548,22568
31012,14812
9264,40490
402,3338
14868,42556
6403,28244
2196,41056
42665,30719
43976,37291
43375,12840
32356,37763
46383,28872
11460,12674
31138,40577
22688,41825
20102,20260
40984,40527
39235,33667
22884,18669
35152,44669
20294,29781
34933,37486
22261,24880
30547,19836
14039,6122
1058,40309
1026,40347
21618,17777
44440,43606
22199,12781
43204,20019
33485,6343
29337,14255
9994,47152
35602,19483
36058,7353
10340,44950
16899,11781
33513,19563
44916,44607
46329,44391
31102,14987
2835,3080
33243,20387
21733,22958
18558,41702
13104,18843
11146,21402
38545,16492
36817,24327
30467,5381
32742,24724
24085,28251
31671,26345
10311,25273
40936,5282
8466,43099
20866,6357
32240,29851
34188,17103
9982,23116
25834,9334
30353,7519
19818,38344
9169,35273
27799,6018
38736,43115
16885,148
41979,32860
41723,13837
39205,15232
46457,27183
26775,20552
1188,27300
42300,5797
11912,25060
13224,15956
23350,6397
33962,15760
39414,39406
11323,38505
30624,15737
42260,11113
44528,44155
1834,43238
25791,38825
803,24513
35951,25048
10641,22409
9713,34033
31957,25029
36947,4447
35855,44832
10017,26264
25035,11477
39961,8627
28989,44270
39082,31274
182,23328
8842,9454
28127,15694
22584,45213
44231,31579
14107,32777
25501,30466
29079,26135
34162,14116
35449,38118
40024,35921
38295,35254
14164,37439
39504,15562
41701,4047
26124,45736
35029,2437
25506,30937
26003,30945
23599,12379
43517,7693
24048,31297
31638,34340
39305,2738
41696,42560
25725,914
2591,19379
8358,31085
38578,18963
27933,42450
18930,1758
41830,43314
31807,33691
16971,20898
6502,5134
44937,30288
6581,5347
36645,16269
1271,11631
6839,21465
15766,37279
37419,23212
34208,19673
30397,9575
45647,36185
3875,24671
6771,16464
6957,40465
40886,27744
38933,28744
34710,27357
45675,11971
7995,26384
17991,776
33482,30654
36166,36563
45100,33527
47145,34307
43723,796
35048,24581
2275,42688
37115,12098
29847,33674
37682,13087
39545,30698
9931,19835
45946,36196
39080,29535
24093,11427
46516,23632
32160,40007
36685,24084
46070,42133
17124,28416
23425,9297
22406,27163
29069,35984
32734,25791
3563,25331
42717,30594
44752,42050
17424,37403
23044,28414
30749,26040
24208,7344
20251,30952
31585,34621
28114,24301
24046,3269
14351,47051
23348,4499
22755,23034
22652,25986
20336,31044
17591,13646
43048,11862
13407,17513
39732,24140
35933,44229
24501,28039
19551,9488
46028,46561
14746,27869
8445,18143
17847,17661
20184,42721
37857,35194
9044,10799
7706,20919
14576,20668
30544,20238
43068,46042
36150,7769
30442,5868
43714,21543
27663,46278
42972,25934
37375,10796
42731,21422
13119,40872
36279,14654
395,37081
16006,26146
10405,40278
13698,34362
20675,23710
46250,46208
19507,39252
10964,18571
6780,23873
27239,18814
12300,1236
31654,9580
45170,20970
3986,21415
12760,9801
41698,22505
34072,34355
9460,24774
31784,39291
24447,34858
24370,6072
28623,12927
8905,772
40291,5663
38137,35316
19650,25413
26640,12611
25580,17847
4393,45657
42109,37160
21293,37075
2321,15692
30123,39095
36527,39080
40523,23590
17659,42760
42418,17104
7026,12486
39723,40031
16556,46485
39489,8166
8870,2183
16270,18602
46522,42867
40098,16142
34260,10375
46498,25632
40024,43942
24380,31408
3562,38790
27292,13611
18774,46851
15597,44748
2265,12685
20418,15037
21364,31210
31450,15429
738,25409
1449,1776
40208,22847
3186,46330
9407,37025
35225,29537
34129,12644
453,19721
45744,10541
16709,28883
44420,16664
32188,2840
43278,39537
8327,22959
7121,44866
25168,42064
17933,45602
31549,15991
43472,19071
40359,29587
39530,33103
26607,15153
35797,24166
26452,47078
29094,1058
35878,16489
35369,33196
38381,38326
34805,22815
40038,17697
36282,28756
2431,36418
40972,32152
24412,13502
30526,3205
24310,31107
36404,1651
4969,33197
43724,34257
28976,12947
10622,30821
20486,30339
43527,7769
36644,583
